red_fighter,blue_fighter,winner,fight_url,event,date,weight_class,method,round,time,red_wins,red_losses,red_draws,red_wins_by_ko_tko,red_wins_by_submission,red_wins_by_decision,red_losses_by_ko_tko,red_losses_by_submission,red_losses_by_decision,red_age,red_height_in,red_weight_lbs,red_reach_in,red_slpm,red_sapm,red_str_acc,red_str_def,red_td_avg,red_td_acc,red_td_def,red_sub_avg,red_stance,blue_wins,blue_losses,blue_draws,blue_wins_by_ko_tko,blue_wins_by_submission,blue_wins_by_decision,blue_losses_by_ko_tko,blue_losses_by_submission,blue_losses_by_decision,blue_age,blue_height_in,blue_weight_lbs,blue_reach_in,blue_slpm,blue_sapm,blue_str_acc,blue_str_def,blue_td_avg,blue_td_acc,blue_td_def,blue_sub_avg,blue_stance,red_tot_sig_str_landed,red_tot_sig_str_attempted,red_tot_td_landed,red_tot_td_attempted,red_tot_ctrl_time_sec,blue_tot_sig_str_landed,blue_tot_sig_str_attempted,blue_tot_td_landed,blue_tot_td_attempted,blue_tot_ctrl_time_sec
Edson Barboza,Jalin Turner,Jalin Turner,http://ufcstats.com/fight-details/7af407397532f7cf,UFC 323: Dvalishvili vs. Yan 2,,Lightweight Bout,KO/TKO Round: 1 Time: 2:24 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,1.0,2:24,24.0,14.0,0.0,,,,,,,,71.0,155.0,75.0,4.14,4.68,0.44,0.55,0.43,0.5,0.73,0.1,orthodox,15.0,9.0,0.0,,,,,,,,75.0,155.0,77.0,5.79,4.54,0.48,0.41,0.75,0.55,0.75,1.1,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iwo Baraniewski,Ibo Aslan,Iwo Baraniewski,http://ufcstats.com/fight-details/ea660db65bfa998f,UFC 323: Dvalishvili vs. Yan 2,,Light Heavyweight Bout,KO/TKO Round: 1 Time: 1:29 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,1.0,1:29,7.0,0.0,0.0,,,,,,,,72.0,205.0,73.0,14.31,17.61,0.68,0.42,0.0,0.0,1.0,0.0,orthodox,14.0,4.0,0.0,,,,,,,,75.0,205.0,77.0,5.75,3.96,0.48,0.56,0.0,0.0,0.87,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mansur Abdul-Malik,Antonio Trocoli,Mansur Abdul-Malik,http://ufcstats.com/fight-details/964ea1777695851b,UFC 323: Dvalishvili vs. Yan 2,,Middleweight Bout,Submission Round: 1 Time: 1:09 Time format: 3 Rnd (5-5-5) Referee: Mark Smith,1.0,1:09,9.0,0.0,1.0,,,,,,,,74.0,185.0,80.0,4.18,3.46,0.48,0.51,0.94,0.5,0.83,0.5,orthodox,12.0,6.0,0.0,,,,,,,,77.0,185.0,80.0,1.37,5.55,0.5,0.24,0.79,0.1,0.33,0.8,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Naimov,Mairon Santos,Mairon Santos,http://ufcstats.com/fight-details/40fa4f8b4b93884e,UFC 323: Dvalishvili vs. Yan 2,,Featherweight Bout,KO/TKO Round: 3 Time: 0:21 Time format: 3 Rnd (5-5-5) Referee: Mark Smith,3.0,0:21,13.0,4.0,0.0,,,,,,,,69.0,145.0,70.0,2.51,3.35,0.4,0.44,1.49,0.3,0.68,0.2,orthodox,18.0,1.0,0.0,,,,,,,,67.0,145.0,72.0,3.33,2.24,0.48,0.65,0.0,0.0,0.69,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arman Tsarukyan,Dan Hooker,Arman Tsarukyan,http://ufcstats.com/fight-details/5f5b626e67529056,UFC Fight Night: Tsarukyan vs. Hooker,,Lightweight Bout,Submission Round: 2 Time: 3:34 Time format: 5 Rnd (5-5-5-5-5) Referee: Marc Goddard,2.0,3:34,23.0,3.0,0.0,,,,,,,,67.0,155.0,72.0,3.85,1.8,0.5,0.54,3.26,0.37,0.75,0.1,orthodox,24.0,14.0,0.0,,,,,,,,72.0,155.0,75.0,4.82,4.94,0.48,0.49,0.68,0.33,0.77,0.6,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belal Muhammad,Ian Machado Garry,Ian Machado Garry,http://ufcstats.com/fight-details/b2218930b982d9b6,UFC Fight Night: Tsarukyan vs. Hooker,,Welterweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell,3.0,5:00,24.0,5.0,0.0,,,,,,,,71.0,170.0,72.0,4.43,3.82,0.43,0.55,2.14,0.36,0.9,0.1,orthodox,17.0,1.0,0.0,,,,,,,,75.0,170.0,74.0,4.78,2.86,0.54,0.52,0.92,0.31,0.8,0.4,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Volkan Oezdemir,Alonzo Menifield,Volkan Oezdemir,http://ufcstats.com/fight-details/870d374f8d9af65a,UFC Fight Night: Tsarukyan vs. Hooker,,Light Heavyweight Bout,KO/TKO Round: 1 Time: 1:27 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,1.0,1:27,21.0,8.0,0.0,,,,,,,,74.0,205.0,75.0,4.99,4.19,0.48,0.55,0.5,0.29,0.8,0.1,orthodox,17.0,6.0,1.0,,,,,,,,72.0,205.0,76.0,3.77,3.81,0.53,0.5,0.5,0.31,0.78,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Hermansson,Myktybek Orolbai,Myktybek Orolbai,http://ufcstats.com/fight-details/8ed609d80e135d94,UFC Fight Night: Tsarukyan vs. Hooker,,Welterweight Bout,KO/TKO Round: 1 Time: 2:46 Time format: 3 Rnd (5-5-5) Referee: Daniel Movahedi,1.0,2:46,24.0,10.0,0.0,,,,,,,,73.0,170.0,77.0,5.15,3.72,0.45,0.56,1.48,0.29,0.8,0.4,orthodox,15.0,2.0,1.0,,,,,,,,70.0,170.0,74.0,3.24,3.31,0.48,0.5,5.48,0.45,0.4,0.6,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waldo Cortes Acosta,Shamil Gaziev,Waldo Cortes Acosta,http://ufcstats.com/fight-details/e8307c7686c42d8c,UFC Fight Night: Tsarukyan vs. Hooker,,Heavyweight Bout,KO/TKO Round: 1 Time: 1:22 Time format: 3 Rnd (5-5-5) Referee: Lukasz Bosacki,1.0,1:22,17.0,2.0,0.0,,,,,,,,76.0,260.0,78.0,5.54,3.38,0.49,0.56,0.44,0.57,0.72,0.1,orthodox,14.0,2.0,0.0,,,,,,,,76.0,265.0,78.0,2.62,3.97,0.47,0.45,0.93,0.3,0.83,0.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tagir Ulanbekov,Kyoji Horiguchi,Kyoji Horiguchi,http://ufcstats.com/fight-details/00ee51bba08b7a08,UFC Fight Night: Tsarukyan vs. Hooker,,Flyweight Bout,Submission Round: 3 Time: 2:18 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell,3.0,2:18,17.0,3.0,0.0,,,,,,,,67.0,125.0,70.0,3.01,3.44,0.48,0.5,2.73,0.39,0.63,1.5,southpaw,36.0,5.0,0.0,,,,,,,,64.0,125.0,63.0,3.77,2.13,0.47,0.63,1.61,0.4,0.61,0.1,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bogdan Grad,Luke Riley,Luke Riley,http://ufcstats.com/fight-details/5e6a74db89f5410c,UFC Fight Night: Tsarukyan vs. Hooker,,Featherweight Bout,KO/TKO Round: 2 Time: 0:30 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,2.0,0:30,15.0,4.0,0.0,,,,,,,,68.0,145.0,70.0,4.06,5.06,0.51,0.49,4.22,0.4,0.75,0.0,orthodox,12.0,0.0,0.0,,,,,,,,69.0,145.0,69.0,2.55,1.27,0.6,0.46,0.0,0.0,0.42,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Dalby,Saygid Izagakhmaev,Nicolas Dalby,http://ufcstats.com/fight-details/c49485cedb878cf0,UFC Fight Night: Tsarukyan vs. Hooker,,Welterweight Bout,Decision - Split Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Lukasz Bosacki,3.0,5:00,24.0,6.0,1.0,,,,,,,,71.0,170.0,74.0,3.88,3.51,0.43,0.52,0.9,0.26,0.59,0.1,orthodox,22.0,3.0,0.0,,,,,,,,72.0,170.0,74.0,1.33,1.73,0.58,0.58,4.0,0.4,1.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Perez,Asu Almabayev,Asu Almabayev,http://ufcstats.com/fight-details/443f30a4a856584a,UFC Fight Night: Tsarukyan vs. Hooker,,Flyweight Bout,Submission Round: 3 Time: 0:22 Time format: 3 Rnd (5-5-5) Referee: Daniel Movahedi,3.0,0:22,26.0,10.0,0.0,,,,,,,,66.0,125.0,65.0,4.41,3.2,0.46,0.59,2.21,0.48,0.75,0.7,orthodox,23.0,3.0,0.0,,,,,,,,64.0,125.0,65.0,2.31,1.99,0.5,0.53,4.46,0.42,0.44,1.5,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdul Rakhman Yakhyaev,Rafael Cerqueira,Abdul Rakhman Yakhyaev,http://ufcstats.com/fight-details/f5564a9eeebd4ea0,UFC Fight Night: Tsarukyan vs. Hooker,,Light Heavyweight Bout,Submission Round: 1 Time: 0:33 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell,1.0,0:33,8.0,0.0,0.0,,,,,,,,74.0,205.0,78.0,20.95,0.95,0.78,0.75,14.29,1.0,1.0,14.3,orthodox,11.0,4.0,0.0,,,,,,,,75.0,205.0,76.0,1.56,5.05,0.43,0.36,0.0,0.0,0.36,0.0,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bekzat Almakhan,Aleksandre Topuria,Aleksandre Topuria,http://ufcstats.com/fight-details/6f0231915cc28507,UFC Fight Night: Tsarukyan vs. Hooker,,Bantamweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,5:00,12.0,3.0,0.0,,,,,,,,67.0,135.0,68.0,1.61,3.73,0.34,0.36,0.0,0.0,0.41,0.0,orthodox,7.0,1.0,0.0,,,,,,,,67.0,135.0,68.0,2.93,2.57,0.55,0.68,1.5,0.33,1.0,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ismail Naurdiev,Ryan Loder,Ismail Naurdiev,http://ufcstats.com/fight-details/335064c3380e2f10,UFC Fight Night: Tsarukyan vs. Hooker,,Middleweight Bout,KO/TKO Round: 1 Time: 1:26 Time format: 3 Rnd (5-5-5) Referee: Daniel Movahedi,1.0,1:26,25.0,8.0,0.0,,,,,,,,70.0,185.0,74.0,3.66,1.75,0.52,0.64,1.48,0.4,0.73,0.2,orthodox,8.0,3.0,0.0,,,,,,,,74.0,185.0,76.0,5.1,2.46,0.69,0.5,1.37,0.14,1.0,1.4,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nurullo Aliev,Shem Rock,Nurullo Aliev,http://ufcstats.com/fight-details/46f81d5ecd974c1c,UFC Fight Night: Tsarukyan vs. Hooker,,Lightweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Lukasz Bosacki,3.0,5:00,11.0,0.0,0.0,,,,,,,,70.0,155.0,72.0,2.72,1.63,0.44,0.58,2.12,0.43,0.8,0.3,orthodox,12.0,2.0,1.0,,,,,,,,71.0,155.0,73.0,2.93,3.4,0.42,0.56,1.0,0.11,0.8,0.0,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marek Bujlo,Denzel Freeman,Denzel Freeman,http://ufcstats.com/fight-details/9027e156c6f1988a,UFC Fight Night: Tsarukyan vs. Hooker,,Heavyweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell,3.0,5:00,6.0,1.0,0.0,,,,,,,,76.0,265.0,77.0,2.07,3.27,0.38,0.37,0.0,0.0,0.0,0.0,orthodox,7.0,2.0,0.0,,,,,,,,73.0,265.0,77.0,2.45,3.4,0.56,0.5,0.0,0.0,0.5,0.0,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Della Maddalena,Islam Makhachev,Islam Makhachev,http://ufcstats.com/fight-details/856f6ee049373843,UFC 322: Della Maddalena vs. Makhachev,,UFC Welterweight Title Bout,Decision - Unanimous Round: 5 Time: 5:00 Time format: 5 Rnd (5-5-5-5-5) Referee: Herb Dean,5.0,5:00,18.0,3.0,0.0,,,,,,,,71.0,170.0,73.0,5.57,3.84,0.51,0.63,0.13,0.1,0.64,0.1,switch,28.0,1.0,0.0,,,,,,,,70.0,170.0,70.0,2.45,1.45,0.58,0.61,3.1,0.56,0.91,1.0,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentina Shevchenko,Zhang Weili,Valentina Shevchenko,http://ufcstats.com/fight-details/7606f6b6c19f2d73,UFC 322: Della Maddalena vs. Makhachev,,UFC Women's Flyweight Title Bout,Decision - Unanimous Round: 5 Time: 5:00 Time format: 5 Rnd (5-5-5-5-5) Referee: Marc Goddard,5.0,5:00,26.0,4.0,1.0,,,,,,,,65.0,125.0,66.0,3.04,2.0,0.52,0.63,2.65,0.61,0.76,0.3,southpaw,26.0,4.0,0.0,,,,,,,,64.0,115.0,63.0,4.66,2.63,0.52,0.53,1.96,0.44,0.63,0.5,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Brady,Michael Morales,Michael Morales,http://ufcstats.com/fight-details/477af74ea3cbba8b,UFC 322: Della Maddalena vs. Makhachev,,Welterweight Bout,KO/TKO Round: 1 Time: 3:27 Time format: 3 Rnd (5-5-5) Referee: Blake Grice,1.0,3:27,18.0,2.0,0.0,,,,,,,,70.0,170.0,72.0,3.96,3.05,0.55,0.59,3.53,0.53,0.86,0.9,orthodox,19.0,0.0,0.0,,,,,,,,72.0,170.0,79.0,5.68,3.26,0.49,0.53,1.04,0.41,0.89,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Edwards,Carlos Prates,Carlos Prates,http://ufcstats.com/fight-details/3c60884853766487,UFC 322: Della Maddalena vs. Makhachev,,Welterweight Bout,KO/TKO Round: 2 Time: 1:28 Time format: 3 Rnd (5-5-5) Referee: Keith Peterson,2.0,1:28,22.0,6.0,0.0,,,,,,,,74.0,170.0,74.0,2.6,2.44,0.54,0.52,1.25,0.37,0.63,0.4,southpaw,23.0,7.0,0.0,,,,,,,,73.0,170.0,78.0,3.77,4.53,0.55,0.47,0.21,1.0,0.8,0.0,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beneil Dariush,Benoit Saint Denis,Benoit Saint Denis,http://ufcstats.com/fight-details/9b5f190cd3f5ce16,UFC 322: Della Maddalena vs. Makhachev,,Lightweight Bout,KO/TKO Round: 1 Time: 0:16 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,1.0,0:16,23.0,7.0,1.0,,,,,,,,70.0,155.0,72.0,3.78,2.62,0.49,0.57,2.11,0.38,0.82,0.8,southpaw,17.0,3.0,0.0,,,,,,,,71.0,155.0,73.0,5.62,4.09,0.58,0.42,4.19,0.35,0.72,1.8,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bo Nickal,Rodolfo Vieira,Bo Nickal,http://ufcstats.com/fight-details/292b83afa418635f,UFC 322: Della Maddalena vs. Makhachev,,Middleweight Bout,KO/TKO Round: 3 Time: 2:24 Time format: 3 Rnd (5-5-5) Referee: Dan Miragliotta,3.0,2:24,8.0,1.0,0.0,,,,,,,,73.0,185.0,76.0,3.35,2.07,0.61,0.59,3.1,0.55,1.0,2.5,southpaw,11.0,4.0,0.0,,,,,,,,72.0,185.0,73.0,3.55,4.38,0.53,0.49,2.7,0.21,0.75,0.9,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roman Kopylov,Gregory Rodrigues,Gregory Rodrigues,http://ufcstats.com/fight-details/ebb012c5f3fd0cbb,UFC 322: Della Maddalena vs. Makhachev,,Middleweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,5:00,14.0,5.0,0.0,,,,,,,,72.0,185.0,75.0,4.59,5.18,0.5,0.52,1.14,0.47,0.88,0.0,southpaw,19.0,6.0,0.0,,,,,,,,75.0,185.0,75.0,5.53,4.78,0.51,0.5,1.9,0.34,0.75,0.4,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erin Blanchfield,Tracy Cortez,Erin Blanchfield,http://ufcstats.com/fight-details/909cd8633507a0c8,UFC 322: Della Maddalena vs. Makhachev,,Women's Flyweight Bout,Submission Round: 2 Time: 4:44 Time format: 3 Rnd (5-5-5) Referee: Blake Grice,2.0,4:44,14.0,2.0,0.0,,,,,,,,64.0,125.0,66.0,5.24,4.25,0.44,0.58,1.96,0.34,0.78,0.9,orthodox,12.0,3.0,0.0,,,,,,,,65.0,125.0,65.0,3.86,3.01,0.48,0.57,2.15,0.46,0.59,0.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malcolm Wellmaker,Ethyn Ewing,Ethyn Ewing,http://ufcstats.com/fight-details/e313286b307334a7,UFC 322: Della Maddalena vs. Makhachev,,Featherweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Keith Peterson,3.0,5:00,10.0,1.0,0.0,,,,,,,,70.0,135.0,71.0,5.8,5.39,0.56,0.52,0.0,0.0,0.57,0.0,switch,9.0,2.0,0.0,,,,,,,,66.0,135.0,69.0,5.67,5.13,0.52,0.47,3.0,0.6,1.0,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Daukaus,Gerald Meerschaert,Kyle Daukaus,http://ufcstats.com/fight-details/9bbdc2a2ab334541,UFC 322: Della Maddalena vs. Makhachev,,Middleweight Bout,Submission Round: 1 Time: 0:50 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,1.0,0:50,17.0,4.0,0.0,,,,,,,,74.0,185.0,76.0,3.32,2.9,0.53,0.42,2.08,0.25,0.82,2.1,southpaw,37.0,21.0,0.0,,,,,,,,73.0,185.0,77.0,3.01,3.52,0.45,0.53,1.82,0.3,0.42,1.4,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat Sabatini,Chepe Mariscal,Pat Sabatini,http://ufcstats.com/fight-details/e3cbd663732f4a98,UFC 322: Della Maddalena vs. Makhachev,,Featherweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Dan Miragliotta,3.0,5:00,21.0,5.0,0.0,,,,,,,,68.0,145.0,70.0,1.69,1.09,0.59,0.5,4.48,0.5,0.5,1.5,orthodox,18.0,7.0,0.0,,,,,,,,67.0,145.0,69.0,4.14,2.66,0.55,0.52,2.34,0.39,0.59,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angela Hill,Fatima Kline,Fatima Kline,http://ufcstats.com/fight-details/6c2c6a6e3f4d04db,UFC 322: Della Maddalena vs. Makhachev,,Women's Strawweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,5:00,18.0,16.0,0.0,,,,,,,,63.0,115.0,64.0,5.37,5.02,0.5,0.6,0.75,0.3,0.72,0.1,orthodox,9.0,1.0,0.0,,,,,,,,66.0,115.0,67.0,5.01,2.71,0.5,0.57,2.02,0.58,0.5,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baisangur Susurkaev,Eric McConico,Baisangur Susurkaev,http://ufcstats.com/fight-details/c037cf1f7b429d5e,UFC 322: Della Maddalena vs. Makhachev,,Middleweight Bout,KO/TKO Round: 3 Time: 1:38 Time format: 3 Rnd (5-5-5) Referee: Blake Grice,3.0,1:38,11.0,0.0,0.0,,,,,,,,74.0,185.0,79.0,4.56,3.78,0.59,0.53,2.76,0.28,1.0,0.7,orthodox,10.0,4.0,1.0,,,,,,,,72.0,185.0,77.0,2.61,3.23,0.43,0.46,0.0,0.0,0.64,0.0,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viacheslav Borshchev,Matheus Camilo,Matheus Camilo,http://ufcstats.com/fight-details/1a5378e32e8519ef,UFC 322: Della Maddalena vs. Makhachev,,Lightweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Keith Peterson,3.0,5:00,8.0,7.0,1.0,,,,,,,,71.0,155.0,69.0,5.1,4.46,0.5,0.57,0.0,0.0,0.43,0.1,orthodox,10.0,3.0,0.0,,,,,,,,70.0,155.0,69.0,2.19,3.25,0.43,0.64,4.43,0.53,0.0,0.6,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Bonfim,Randy Brown,Gabriel Bonfim,http://ufcstats.com/fight-details/4e224ebb6394611d,UFC Fight Night: Bonfim vs. Brown,,Welterweight Bout,KO/TKO Round: 2 Time: 1:40 Time format: 5 Rnd (5-5-5-5-5) Referee: Mark Smith,2.0,1:40,19.0,1.0,0.0,,,,,,,,73.0,170.0,72.0,4.61,3.68,0.46,0.63,3.6,0.55,0.76,1.4,orthodox,20.0,7.0,0.0,,,,,,,,75.0,170.0,78.0,4.49,3.33,0.47,0.54,0.76,0.39,0.73,0.6,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schnell,Joseph Morales,Joseph Morales,http://ufcstats.com/fight-details/f7e9bd2d6f81aeae,UFC Fight Night: Bonfim vs. Brown,,Flyweight Bout,Submission Round: 1 Time: 2:54 Time format: 3 Rnd (5-5-5) Referee: Keith Peterson,1.0,2:54,17.0,10.0,0.0,,,,,,,,68.0,125.0,70.0,4.07,4.11,0.4,0.55,0.6,0.45,0.43,1.2,orthodox,15.0,2.0,0.0,,,,,,,,66.0,125.0,69.0,2.0,2.05,0.4,0.57,1.14,0.42,0.26,3.0,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muslim Salikhov,Uros Medic,Uros Medic,http://ufcstats.com/fight-details/b23fa678cc65cf5b,UFC Fight Night: Bonfim vs. Brown,,Welterweight Bout,KO/TKO Round: 1 Time: 1:03 Time format: 3 Rnd (5-5-5) Referee: Kerry Hatley,1.0,1:03,22.0,6.0,0.0,,,,,,,,71.0,170.0,70.0,3.37,2.96,0.49,0.62,1.07,0.32,0.72,0.0,orthodox,13.0,3.0,0.0,,,,,,,,73.0,170.0,71.0,5.59,3.42,0.6,0.56,0.34,0.5,0.55,0.0,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Padilla,Ismael Bonfim,Chris Padilla,http://ufcstats.com/fight-details/20971ed9a842b0cb,UFC Fight Night: Bonfim vs. Brown,,Lightweight Bout,KO/TKO Round: 2 Time: 4:30 Time format: 3 Rnd (5-5-5) Referee: Chris Tognoni,2.0,4:30,17.0,6.0,0.0,,,,,,,,69.0,155.0,74.0,4.78,3.87,0.54,0.55,1.18,0.3,0.75,0.4,orthodox,20.0,6.0,0.0,,,,,,,,68.0,155.0,71.0,5.51,3.71,0.54,0.65,1.06,0.33,0.76,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Leroy Duncan,Marco Tulio,Christian Leroy Duncan,http://ufcstats.com/fight-details/ac4343150638b635,UFC Fight Night: Bonfim vs. Brown,,Middleweight Bout,KO/TKO Round: 2 Time: 3:20 Time format: 3 Rnd (5-5-5) Referee: Mark Smith,2.0,3:20,13.0,2.0,0.0,,,,,,,,74.0,185.0,79.0,4.6,2.97,0.58,0.51,0.4,0.2,0.69,0.0,switch,14.0,2.0,0.0,,,,,,,,72.0,185.0,74.0,6.69,2.58,0.58,0.59,1.42,0.26,0.0,0.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hyder Amil,Jamall Emmers,Jamall Emmers,http://ufcstats.com/fight-details/e3d657dd88864ba7,UFC Fight Night: Bonfim vs. Brown,,Featherweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Kerry Hatley,3.0,5:00,11.0,2.0,0.0,,,,,,,,69.0,145.0,70.0,5.81,3.95,0.52,0.51,0.56,0.18,0.65,0.8,switch,22.0,8.0,0.0,,,,,,,,70.0,145.0,74.0,5.1,3.92,0.49,0.57,2.59,0.53,0.81,0.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Simon,Raoni Barcelos,Raoni Barcelos,http://ufcstats.com/fight-details/c6d56aad93f98249,UFC Fight Night: Bonfim vs. Brown,,Bantamweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Keith Peterson,3.0,5:00,22.0,7.0,0.0,,,,,,,,66.0,135.0,69.0,3.04,3.85,0.43,0.61,4.66,0.41,0.76,0.3,orthodox,21.0,5.0,0.0,,,,,,,,67.0,135.0,67.0,4.92,4.4,0.51,0.61,2.22,0.31,0.87,0.6,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayra Bueno Silva,Jacqueline Cavalcanti,Jacqueline Cavalcanti,http://ufcstats.com/fight-details/80eae31bc0a94a65,UFC Fight Night: Bonfim vs. Brown,,Women's Bantamweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Chris Tognoni,3.0,5:00,10.0,6.0,1.0,,,,,,,,66.0,135.0,66.0,3.71,4.9,0.56,0.51,0.51,0.23,0.63,1.3,orthodox,10.0,1.0,0.0,,,,,,,,68.0,135.0,70.0,5.65,3.17,0.46,0.68,0.0,0.0,0.88,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Hokit,Max Gimenis,Josh Hokit,http://ufcstats.com/fight-details/87dcb3eab20f6ac1,UFC Fight Night: Bonfim vs. Brown,,Heavyweight Bout,KO/TKO Round: 1 Time: 0:56 Time format: 3 Rnd (5-5-5) Referee: Mark Smith,1.0,0:56,8.0,0.0,0.0,,,,,,,,73.0,236.0,73.0,6.07,0.83,0.66,0.66,8.74,0.46,1.0,0.0,orthodox,6.0,2.0,0.0,,,,,,,,74.0,256.0,75.0,3.21,9.64,0.42,0.47,0.0,0.0,0.0,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
